Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset1,State 5,Quantum Neural Networks,0.897,0.903,0.273,0.218,0.665,0.882
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.73,0.735,0.128,0.081,0.662,0.962
QST Dataset1,State 2,Shadow Tomography,0.798,0.802,0.226,0.181,0.802,0.866
QST Dataset1,State 3,Bayesian Inference,0.775,0.759,0.158,0.181,0.656,0.772
QST Dataset1,State 4,Maximum Likelihood,0.82,0.906,0.291,0.268,0.765,0.806
QST Dataset1,State 5,Variational Quantum Eigensolver,0.847,0.726,0.23,0.189,0.683,0.885
QST Dataset1,State 1,Quantum Neural Networks,0.887,0.893,0.284,0.09,0.842,0.75
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.788,0.854,0.114,0.1,0.672,0.814
QST Dataset1,State 3,Shadow Tomography,0.851,0.804,0.092,0.218,0.773,0.942
QST Dataset1,State 4,Bayesian Inference,0.787,0.778,0.077,0.245,0.834,0.759
QST Dataset1,State 5,Maximum Likelihood,0.812,0.907,0.091,0.137,0.677,0.834
QST Dataset1,State 1,Variational Quantum Eigensolver,0.876,0.921,0.202,0.093,0.926,0.863
QST Dataset1,State 2,Quantum Neural Networks,0.931,0.775,0.193,0.139,0.722,0.818
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.861,0.944,0.206,0.106,0.825,0.963
QST Dataset1,State 4,Shadow Tomography,0.942,0.723,0.073,0.181,0.672,0.872
QST Dataset1,State 5,Bayesian Inference,0.723,0.748,0.243,0.084,0.903,0.842
QST Dataset1,State 1,Maximum Likelihood,0.837,0.836,0.229,0.205,0.801,0.894
QST Dataset1,State 2,Variational Quantum Eigensolver,0.78,0.78,0.248,0.261,0.771,0.855
QST Dataset1,State 3,Quantum Neural Networks,0.78,0.702,0.275,0.191,0.728,0.864
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.725,0.853,0.157,0.183,0.768,0.903
QST Dataset1,State 5,Shadow Tomography,0.861,0.844,0.137,0.215,0.916,0.94
QST Dataset1,State 1,Bayesian Inference,0.729,0.819,0.26,0.294,0.739,0.8
QST Dataset1,State 2,Maximum Likelihood,0.92,0.796,0.215,0.158,0.862,0.871
QST Dataset1,State 3,Variational Quantum Eigensolver,0.842,0.927,0.111,0.106,0.675,0.755
QST Dataset1,State 4,Quantum Neural Networks,0.881,0.914,0.156,0.198,0.701,0.768
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.801,0.861,0.122,0.213,0.902,0.905
QST Dataset1,State 1,Shadow Tomography,0.897,0.898,0.115,0.172,0.795,0.965
QST Dataset1,State 2,Bayesian Inference,0.734,0.836,0.079,0.082,0.668,0.773
QST Dataset1,State 3,Maximum Likelihood,0.742,0.702,0.158,0.14,0.865,0.781
QST Dataset1,State 4,Variational Quantum Eigensolver,0.769,0.751,0.107,0.075,0.911,0.94
QST Dataset1,State 5,Quantum Neural Networks,0.749,0.716,0.063,0.218,0.711,0.782
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.782,0.826,0.065,0.169,0.788,0.849
QST Dataset1,State 2,Shadow Tomography,0.746,0.733,0.258,0.132,0.905,0.854
QST Dataset1,State 3,Bayesian Inference,0.785,0.707,0.166,0.248,0.792,0.802
QST Dataset1,State 4,Maximum Likelihood,0.845,0.825,0.095,0.209,0.817,0.828
QST Dataset1,State 5,Variational Quantum Eigensolver,0.868,0.947,0.084,0.166,0.76,0.781
QST Dataset1,State 1,Quantum Neural Networks,0.89,0.791,0.3,0.073,0.801,0.948
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.897,0.931,0.255,0.244,0.827,0.943
QST Dataset1,State 3,Shadow Tomography,0.807,0.925,0.055,0.11,0.653,0.904
QST Dataset1,State 4,Bayesian Inference,0.789,0.719,0.258,0.282,0.683,0.786
QST Dataset1,State 5,Maximum Likelihood,0.893,0.893,0.182,0.16,0.67,0.939
QST Dataset1,State 1,Variational Quantum Eigensolver,0.875,0.729,0.3,0.069,0.93,0.791
QST Dataset1,State 2,Quantum Neural Networks,0.703,0.925,0.12,0.251,0.825,0.792
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.868,0.808,0.212,0.063,0.852,0.766
QST Dataset1,State 4,Shadow Tomography,0.704,0.751,0.092,0.283,0.907,0.786
QST Dataset1,State 5,Bayesian Inference,0.749,0.792,0.294,0.294,0.829,0.825
QST Dataset1,State 1,Maximum Likelihood,0.797,0.879,0.244,0.283,0.839,0.924
QST Dataset1,State 2,Variational Quantum Eigensolver,0.872,0.872,0.195,0.216,0.873,0.855
QST Dataset1,State 3,Quantum Neural Networks,0.842,0.858,0.09,0.248,0.755,0.778
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.894,0.852,0.147,0.295,0.837,0.915
QST Dataset1,State 5,Shadow Tomography,0.859,0.771,0.177,0.176,0.765,0.968
QST Dataset1,State 1,Bayesian Inference,0.905,0.804,0.117,0.231,0.721,0.81
QST Dataset1,State 2,Maximum Likelihood,0.856,0.866,0.208,0.077,0.916,0.759
QST Dataset1,State 3,Variational Quantum Eigensolver,0.808,0.789,0.153,0.146,0.703,0.967
QST Dataset1,State 4,Quantum Neural Networks,0.78,0.808,0.286,0.146,0.787,0.842
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.755,0.919,0.066,0.204,0.739,0.891
QST Dataset1,State 1,Shadow Tomography,0.778,0.779,0.203,0.17,0.806,0.954
QST Dataset1,State 2,Bayesian Inference,0.725,0.876,0.296,0.114,0.83,0.967
QST Dataset1,State 3,Maximum Likelihood,0.923,0.856,0.129,0.197,0.821,0.81
QST Dataset1,State 4,Variational Quantum Eigensolver,0.897,0.79,0.295,0.276,0.834,0.902
QST Dataset1,State 5,Quantum Neural Networks,0.745,0.758,0.194,0.299,0.846,0.863
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.821,0.745,0.291,0.093,0.683,0.757
QST Dataset1,State 2,Shadow Tomography,0.832,0.821,0.215,0.112,0.831,0.863
QST Dataset1,State 3,Bayesian Inference,0.864,0.82,0.129,0.124,0.86,0.789
QST Dataset1,State 4,Maximum Likelihood,0.753,0.765,0.211,0.069,0.781,0.835
QST Dataset1,State 5,Variational Quantum Eigensolver,0.761,0.815,0.203,0.127,0.888,0.836
QST Dataset1,State 1,Quantum Neural Networks,0.761,0.832,0.243,0.137,0.915,0.821
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.793,0.893,0.052,0.244,0.72,0.833
QST Dataset1,State 3,Shadow Tomography,0.936,0.715,0.159,0.203,0.855,0.937
QST Dataset1,State 4,Bayesian Inference,0.83,0.834,0.082,0.151,0.66,0.931
QST Dataset1,State 5,Maximum Likelihood,0.75,0.902,0.274,0.268,0.75,0.867
QST Dataset1,State 1,Variational Quantum Eigensolver,0.941,0.799,0.274,0.222,0.887,0.759
QST Dataset1,State 2,Quantum Neural Networks,0.711,0.843,0.069,0.219,0.871,0.766
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.838,0.909,0.108,0.237,0.886,0.775
QST Dataset1,State 4,Shadow Tomography,0.945,0.928,0.196,0.251,0.776,0.868
QST Dataset1,State 5,Bayesian Inference,0.807,0.9,0.202,0.15,0.739,0.868
QST Dataset1,State 1,Maximum Likelihood,0.863,0.754,0.185,0.222,0.754,0.759
QST Dataset1,State 2,Variational Quantum Eigensolver,0.895,0.724,0.143,0.262,0.78,0.901
QST Dataset1,State 3,Quantum Neural Networks,0.759,0.75,0.274,0.055,0.699,0.938
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.886,0.754,0.224,0.115,0.782,0.805
QST Dataset1,State 5,Shadow Tomography,0.734,0.759,0.087,0.054,0.848,0.927
QST Dataset1,State 1,Bayesian Inference,0.73,0.761,0.222,0.071,0.68,0.934
QST Dataset1,State 2,Maximum Likelihood,0.844,0.711,0.194,0.265,0.871,0.894
QST Dataset1,State 3,Variational Quantum Eigensolver,0.905,0.859,0.283,0.205,0.752,0.955
QST Dataset1,State 4,Quantum Neural Networks,0.777,0.737,0.216,0.168,0.72,0.875
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.862,0.811,0.075,0.143,0.722,0.889
QST Dataset1,State 1,Shadow Tomography,0.764,0.731,0.26,0.168,0.93,0.761
QST Dataset1,State 2,Bayesian Inference,0.727,0.793,0.272,0.248,0.912,0.967
QST Dataset1,State 3,Maximum Likelihood,0.746,0.802,0.21,0.085,0.897,0.823
QST Dataset1,State 4,Variational Quantum Eigensolver,0.805,0.908,0.062,0.149,0.74,0.862
QST Dataset1,State 5,Quantum Neural Networks,0.907,0.857,0.197,0.115,0.928,0.903
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.838,0.746,0.144,0.272,0.881,0.799
QST Dataset1,State 2,Shadow Tomography,0.836,0.755,0.159,0.151,0.777,0.968
QST Dataset1,State 3,Bayesian Inference,0.909,0.89,0.247,0.277,0.659,0.828
QST Dataset1,State 4,Maximum Likelihood,0.907,0.945,0.098,0.246,0.663,0.802
QST Dataset1,State 5,Variational Quantum Eigensolver,0.833,0.858,0.095,0.121,0.716,0.964
QST Dataset1,State 1,Quantum Neural Networks,0.875,0.949,0.054,0.179,0.904,0.782
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.739,0.917,0.099,0.27,0.718,0.957
QST Dataset1,State 3,Shadow Tomography,0.733,0.85,0.164,0.155,0.738,0.928
QST Dataset1,State 4,Bayesian Inference,0.816,0.823,0.155,0.072,0.688,0.769
QST Dataset1,State 5,Maximum Likelihood,0.775,0.782,0.191,0.051,0.904,0.902
QST Dataset1,State 1,Variational Quantum Eigensolver,0.822,0.799,0.141,0.279,0.714,0.865
QST Dataset1,State 2,Quantum Neural Networks,0.848,0.725,0.125,0.156,0.795,0.909
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.919,0.728,0.151,0.152,0.776,0.789
QST Dataset1,State 4,Shadow Tomography,0.893,0.8,0.097,0.137,0.674,0.78
QST Dataset1,State 5,Bayesian Inference,0.838,0.89,0.24,0.278,0.881,0.943
QST Dataset1,State 1,Maximum Likelihood,0.797,0.888,0.175,0.107,0.788,0.907
QST Dataset1,State 2,Variational Quantum Eigensolver,0.769,0.822,0.157,0.081,0.665,0.832
QST Dataset1,State 3,Quantum Neural Networks,0.7,0.722,0.146,0.293,0.702,0.864
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.925,0.794,0.094,0.161,0.72,0.946
QST Dataset1,State 5,Shadow Tomography,0.78,0.908,0.206,0.174,0.805,0.957
QST Dataset1,State 1,Bayesian Inference,0.878,0.715,0.134,0.298,0.738,0.838
QST Dataset1,State 2,Maximum Likelihood,0.81,0.727,0.28,0.296,0.872,0.969
QST Dataset1,State 3,Variational Quantum Eigensolver,0.795,0.866,0.059,0.09,0.654,0.802
QST Dataset1,State 4,Quantum Neural Networks,0.906,0.877,0.185,0.087,0.91,0.924
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.8,0.786,0.092,0.115,0.684,0.759
QST Dataset1,State 1,Shadow Tomography,0.768,0.898,0.23,0.261,0.915,0.947
QST Dataset1,State 2,Bayesian Inference,0.75,0.763,0.241,0.076,0.654,0.797
QST Dataset1,State 3,Maximum Likelihood,0.849,0.946,0.173,0.289,0.67,0.881
QST Dataset1,State 4,Variational Quantum Eigensolver,0.905,0.724,0.184,0.235,0.66,0.855
QST Dataset1,State 5,Quantum Neural Networks,0.818,0.756,0.279,0.119,0.794,0.755
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.787,0.889,0.133,0.06,0.737,0.878
QST Dataset1,State 2,Shadow Tomography,0.906,0.793,0.281,0.236,0.656,0.845
QST Dataset1,State 3,Bayesian Inference,0.788,0.848,0.153,0.061,0.901,0.873
QST Dataset1,State 4,Maximum Likelihood,0.852,0.819,0.171,0.102,0.653,0.782
QST Dataset1,State 5,Variational Quantum Eigensolver,0.92,0.94,0.224,0.202,0.878,0.794
QST Dataset1,State 1,Quantum Neural Networks,0.776,0.869,0.063,0.056,0.79,0.787
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.71,0.741,0.115,0.26,0.701,0.94
QST Dataset1,State 3,Shadow Tomography,0.845,0.771,0.129,0.08,0.724,0.758
QST Dataset1,State 4,Bayesian Inference,0.704,0.805,0.18,0.184,0.76,0.916
QST Dataset1,State 5,Maximum Likelihood,0.87,0.821,0.094,0.221,0.716,0.78
QST Dataset1,State 1,Variational Quantum Eigensolver,0.934,0.785,0.278,0.124,0.887,0.902
QST Dataset1,State 2,Quantum Neural Networks,0.892,0.91,0.158,0.08,0.868,0.88
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.841,0.915,0.132,0.259,0.847,0.928
QST Dataset1,State 4,Shadow Tomography,0.775,0.73,0.06,0.29,0.717,0.83
QST Dataset1,State 5,Bayesian Inference,0.798,0.857,0.217,0.076,0.854,0.939
QST Dataset1,State 1,Maximum Likelihood,0.945,0.896,0.138,0.061,0.68,0.823
QST Dataset1,State 2,Variational Quantum Eigensolver,0.76,0.768,0.164,0.215,0.903,0.779
QST Dataset1,State 3,Quantum Neural Networks,0.909,0.717,0.106,0.106,0.822,0.846
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.718,0.831,0.252,0.12,0.705,0.923
QST Dataset1,State 5,Shadow Tomography,0.889,0.896,0.234,0.299,0.696,0.884
QST Dataset1,State 1,Bayesian Inference,0.777,0.914,0.066,0.057,0.872,0.889
QST Dataset1,State 2,Maximum Likelihood,0.815,0.749,0.169,0.284,0.733,0.764
QST Dataset1,State 3,Variational Quantum Eigensolver,0.935,0.854,0.118,0.124,0.735,0.85
QST Dataset1,State 4,Quantum Neural Networks,0.942,0.873,0.267,0.124,0.85,0.953
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.91,0.76,0.073,0.237,0.709,0.91
QST Dataset1,State 1,Shadow Tomography,0.92,0.748,0.218,0.136,0.901,0.917
QST Dataset1,State 2,Bayesian Inference,0.894,0.88,0.162,0.073,0.846,0.947
QST Dataset1,State 3,Maximum Likelihood,0.731,0.942,0.064,0.189,0.863,0.855
QST Dataset1,State 4,Variational Quantum Eigensolver,0.725,0.837,0.093,0.281,0.843,0.78
QST Dataset1,State 5,Quantum Neural Networks,0.9,0.794,0.244,0.084,0.712,0.89
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.917,0.923,0.142,0.18,0.661,0.961
QST Dataset1,State 2,Shadow Tomography,0.807,0.713,0.279,0.064,0.921,0.942
QST Dataset1,State 3,Bayesian Inference,0.859,0.827,0.094,0.279,0.861,0.816
QST Dataset1,State 4,Maximum Likelihood,0.752,0.735,0.114,0.223,0.809,0.914
QST Dataset1,State 5,Variational Quantum Eigensolver,0.764,0.883,0.088,0.162,0.674,0.76
QST Dataset1,State 1,Quantum Neural Networks,0.832,0.943,0.177,0.192,0.731,0.939
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.738,0.889,0.214,0.284,0.869,0.927
QST Dataset1,State 3,Shadow Tomography,0.763,0.939,0.164,0.05,0.714,0.836
QST Dataset1,State 4,Bayesian Inference,0.856,0.938,0.281,0.109,0.88,0.791
QST Dataset1,State 5,Maximum Likelihood,0.899,0.735,0.173,0.163,0.855,0.911
QST Dataset1,State 1,Variational Quantum Eigensolver,0.884,0.862,0.101,0.167,0.751,0.884
QST Dataset1,State 2,Quantum Neural Networks,0.749,0.859,0.169,0.052,0.873,0.934
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.784,0.793,0.139,0.118,0.702,0.786
QST Dataset1,State 4,Shadow Tomography,0.874,0.829,0.064,0.237,0.736,0.77
QST Dataset1,State 5,Bayesian Inference,0.717,0.779,0.235,0.152,0.798,0.947
QST Dataset1,State 1,Maximum Likelihood,0.9,0.856,0.104,0.23,0.73,0.93
QST Dataset1,State 2,Variational Quantum Eigensolver,0.728,0.746,0.115,0.23,0.749,0.953
QST Dataset1,State 3,Quantum Neural Networks,0.923,0.756,0.065,0.177,0.784,0.762
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.718,0.739,0.134,0.072,0.77,0.914
QST Dataset1,State 5,Shadow Tomography,0.705,0.935,0.246,0.126,0.703,0.918
QST Dataset1,State 1,Bayesian Inference,0.828,0.747,0.149,0.083,0.849,0.76
QST Dataset1,State 2,Maximum Likelihood,0.819,0.717,0.26,0.163,0.854,0.764
QST Dataset1,State 3,Variational Quantum Eigensolver,0.912,0.934,0.094,0.123,0.728,0.801
QST Dataset1,State 4,Quantum Neural Networks,0.817,0.945,0.139,0.064,0.683,0.848
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.865,0.771,0.137,0.1,0.709,0.811
QST Dataset1,State 1,Shadow Tomography,0.708,0.807,0.12,0.193,0.805,0.953
QST Dataset1,State 2,Bayesian Inference,0.73,0.908,0.118,0.231,0.799,0.885
QST Dataset1,State 3,Maximum Likelihood,0.844,0.932,0.263,0.074,0.668,0.857
QST Dataset1,State 4,Variational Quantum Eigensolver,0.916,0.947,0.131,0.09,0.853,0.756
QST Dataset1,State 5,Quantum Neural Networks,0.848,0.928,0.165,0.181,0.864,0.832
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.878,0.815,0.232,0.257,0.84,0.964
QST Dataset1,State 2,Shadow Tomography,0.841,0.868,0.074,0.239,0.905,0.76
QST Dataset1,State 3,Bayesian Inference,0.72,0.889,0.092,0.183,0.843,0.762
QST Dataset1,State 4,Maximum Likelihood,0.929,0.855,0.08,0.116,0.891,0.869
QST Dataset1,State 5,Variational Quantum Eigensolver,0.738,0.837,0.211,0.209,0.673,0.823
QST Dataset1,State 1,Quantum Neural Networks,0.792,0.871,0.289,0.238,0.754,0.96
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.914,0.92,0.126,0.256,0.707,0.869
QST Dataset1,State 3,Shadow Tomography,0.82,0.911,0.097,0.068,0.708,0.821
QST Dataset1,State 4,Bayesian Inference,0.883,0.76,0.103,0.235,0.916,0.947
QST Dataset1,State 5,Maximum Likelihood,0.854,0.897,0.286,0.132,0.77,0.873
QST Dataset1,State 1,Variational Quantum Eigensolver,0.746,0.723,0.062,0.236,0.795,0.948
QST Dataset1,State 2,Quantum Neural Networks,0.755,0.913,0.101,0.092,0.658,0.796
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.93,0.755,0.245,0.167,0.721,0.965
QST Dataset1,State 4,Shadow Tomography,0.77,0.909,0.2,0.237,0.86,0.898
QST Dataset1,State 5,Bayesian Inference,0.844,0.877,0.14,0.264,0.787,0.8
QST Dataset1,State 1,Maximum Likelihood,0.847,0.879,0.088,0.222,0.75,0.882
QST Dataset1,State 2,Variational Quantum Eigensolver,0.825,0.764,0.189,0.067,0.915,0.761
QST Dataset1,State 3,Quantum Neural Networks,0.753,0.716,0.22,0.153,0.809,0.791
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.767,0.785,0.268,0.197,0.795,0.843
QST Dataset1,State 5,Shadow Tomography,0.941,0.939,0.284,0.218,0.87,0.964
QST Dataset1,State 1,Bayesian Inference,0.854,0.888,0.237,0.142,0.679,0.831
QST Dataset1,State 2,Maximum Likelihood,0.794,0.888,0.09,0.217,0.819,0.774
QST Dataset1,State 3,Variational Quantum Eigensolver,0.857,0.89,0.144,0.063,0.808,0.878
QST Dataset1,State 4,Quantum Neural Networks,0.879,0.778,0.16,0.235,0.916,0.859
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.901,0.721,0.287,0.201,0.724,0.898
QST Dataset1,State 1,Shadow Tomography,0.769,0.81,0.077,0.099,0.816,0.887
QST Dataset1,State 2,Bayesian Inference,0.877,0.734,0.135,0.249,0.845,0.886
QST Dataset1,State 3,Maximum Likelihood,0.935,0.727,0.058,0.222,0.801,0.8
QST Dataset1,State 4,Variational Quantum Eigensolver,0.834,0.81,0.233,0.139,0.767,0.824
QST Dataset1,State 5,Quantum Neural Networks,0.938,0.707,0.286,0.151,0.869,0.756
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.704,0.761,0.091,0.254,0.83,0.83
QST Dataset1,State 2,Shadow Tomography,0.76,0.749,0.1,0.253,0.867,0.885
QST Dataset1,State 3,Bayesian Inference,0.705,0.779,0.119,0.278,0.836,0.915
QST Dataset1,State 4,Maximum Likelihood,0.871,0.937,0.224,0.245,0.771,0.784
QST Dataset1,State 5,Variational Quantum Eigensolver,0.918,0.789,0.193,0.252,0.699,0.927
QST Dataset1,State 1,Quantum Neural Networks,0.773,0.788,0.128,0.08,0.848,0.848
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.748,0.758,0.065,0.119,0.721,0.799
QST Dataset1,State 3,Shadow Tomography,0.821,0.75,0.157,0.121,0.917,0.831
QST Dataset1,State 4,Bayesian Inference,0.94,0.717,0.254,0.161,0.842,0.836
QST Dataset1,State 5,Maximum Likelihood,0.885,0.803,0.067,0.277,0.894,0.79
QST Dataset1,State 1,Variational Quantum Eigensolver,0.891,0.809,0.155,0.07,0.845,0.755
QST Dataset1,State 2,Quantum Neural Networks,0.813,0.881,0.296,0.256,0.818,0.828
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.833,0.768,0.278,0.101,0.848,0.946
QST Dataset1,State 4,Shadow Tomography,0.762,0.904,0.193,0.139,0.896,0.89
QST Dataset1,State 5,Bayesian Inference,0.754,0.728,0.178,0.272,0.9,0.867
QST Dataset1,State 1,Maximum Likelihood,0.711,0.827,0.07,0.084,0.713,0.856
QST Dataset1,State 2,Variational Quantum Eigensolver,0.717,0.776,0.145,0.187,0.721,0.776
QST Dataset1,State 3,Quantum Neural Networks,0.941,0.943,0.059,0.168,0.739,0.932
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.82,0.879,0.229,0.118,0.787,0.767
QST Dataset1,State 5,Shadow Tomography,0.872,0.905,0.228,0.131,0.688,0.772
QST Dataset1,State 1,Bayesian Inference,0.747,0.734,0.292,0.098,0.856,0.769
QST Dataset1,State 2,Maximum Likelihood,0.914,0.706,0.287,0.265,0.833,0.961
QST Dataset1,State 3,Variational Quantum Eigensolver,0.715,0.828,0.273,0.112,0.798,0.768
QST Dataset1,State 4,Quantum Neural Networks,0.869,0.731,0.255,0.095,0.751,0.812
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.787,0.871,0.233,0.212,0.815,0.778
QST Dataset1,State 1,Shadow Tomography,0.896,0.762,0.193,0.052,0.921,0.918
QST Dataset1,State 2,Bayesian Inference,0.814,0.757,0.05,0.188,0.93,0.893
QST Dataset1,State 3,Maximum Likelihood,0.717,0.782,0.152,0.296,0.686,0.964
QST Dataset1,State 4,Variational Quantum Eigensolver,0.809,0.899,0.095,0.203,0.839,0.799
QST Dataset1,State 5,Quantum Neural Networks,0.947,0.861,0.139,0.077,0.775,0.929
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.842,0.807,0.111,0.238,0.801,0.85
QST Dataset1,State 2,Shadow Tomography,0.836,0.763,0.124,0.185,0.753,0.757
QST Dataset1,State 3,Bayesian Inference,0.704,0.71,0.235,0.264,0.865,0.783
QST Dataset1,State 4,Maximum Likelihood,0.937,0.893,0.265,0.203,0.698,0.794
QST Dataset1,State 5,Variational Quantum Eigensolver,0.736,0.931,0.276,0.161,0.686,0.768
QST Dataset1,State 1,Quantum Neural Networks,0.736,0.922,0.281,0.116,0.692,0.907
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.826,0.897,0.207,0.145,0.811,0.884
QST Dataset1,State 3,Shadow Tomography,0.729,0.706,0.253,0.204,0.845,0.944
QST Dataset1,State 4,Bayesian Inference,0.752,0.872,0.14,0.199,0.848,0.968
QST Dataset1,State 5,Maximum Likelihood,0.85,0.717,0.267,0.235,0.729,0.875
QST Dataset1,State 1,Variational Quantum Eigensolver,0.839,0.836,0.107,0.155,0.892,0.821
QST Dataset1,State 2,Quantum Neural Networks,0.772,0.789,0.067,0.233,0.698,0.925
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.896,0.822,0.118,0.296,0.66,0.822
QST Dataset1,State 4,Shadow Tomography,0.865,0.886,0.159,0.14,0.93,0.751
QST Dataset1,State 5,Bayesian Inference,0.894,0.941,0.092,0.154,0.779,0.944
QST Dataset1,State 1,Maximum Likelihood,0.809,0.861,0.07,0.139,0.827,0.891
QST Dataset1,State 2,Variational Quantum Eigensolver,0.761,0.722,0.196,0.124,0.849,0.844
QST Dataset1,State 3,Quantum Neural Networks,0.818,0.837,0.097,0.167,0.746,0.804
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.882,0.949,0.068,0.223,0.771,0.94
QST Dataset1,State 5,Shadow Tomography,0.716,0.813,0.092,0.105,0.883,0.79
QST Dataset1,State 1,Bayesian Inference,0.861,0.773,0.282,0.092,0.909,0.903
QST Dataset1,State 2,Maximum Likelihood,0.829,0.792,0.258,0.199,0.821,0.888
QST Dataset1,State 3,Variational Quantum Eigensolver,0.84,0.735,0.244,0.141,0.72,0.927
QST Dataset1,State 4,Quantum Neural Networks,0.772,0.912,0.198,0.201,0.651,0.788
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.94,0.702,0.255,0.085,0.764,0.948
QST Dataset1,State 1,Shadow Tomography,0.831,0.728,0.142,0.173,0.764,0.955
QST Dataset1,State 2,Bayesian Inference,0.914,0.808,0.086,0.062,0.877,0.826
QST Dataset1,State 3,Maximum Likelihood,0.874,0.816,0.25,0.098,0.912,0.815
QST Dataset1,State 4,Variational Quantum Eigensolver,0.754,0.724,0.237,0.121,0.767,0.898
QST Dataset1,State 5,Quantum Neural Networks,0.939,0.78,0.056,0.136,0.851,0.763
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.802,0.866,0.21,0.062,0.696,0.781
QST Dataset1,State 2,Shadow Tomography,0.91,0.886,0.267,0.079,0.773,0.932
QST Dataset1,State 3,Bayesian Inference,0.777,0.943,0.196,0.264,0.768,0.865
QST Dataset1,State 4,Maximum Likelihood,0.718,0.7,0.135,0.14,0.764,0.954
QST Dataset1,State 5,Variational Quantum Eigensolver,0.841,0.878,0.158,0.057,0.905,0.794
QST Dataset1,State 1,Quantum Neural Networks,0.787,0.78,0.24,0.113,0.926,0.853
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.852,0.895,0.25,0.239,0.832,0.784
QST Dataset1,State 3,Shadow Tomography,0.883,0.883,0.274,0.193,0.777,0.78
QST Dataset1,State 4,Bayesian Inference,0.847,0.847,0.147,0.078,0.772,0.952
QST Dataset1,State 5,Maximum Likelihood,0.836,0.884,0.098,0.101,0.716,0.773
QST Dataset1,State 1,Variational Quantum Eigensolver,0.749,0.944,0.225,0.077,0.921,0.768
QST Dataset1,State 2,Quantum Neural Networks,0.926,0.815,0.187,0.06,0.74,0.753
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.779,0.753,0.095,0.221,0.719,0.908
QST Dataset1,State 4,Shadow Tomography,0.835,0.938,0.216,0.159,0.831,0.875
QST Dataset1,State 5,Bayesian Inference,0.883,0.861,0.247,0.183,0.908,0.97
QST Dataset1,State 1,Maximum Likelihood,0.932,0.739,0.116,0.06,0.823,0.924
QST Dataset1,State 2,Variational Quantum Eigensolver,0.908,0.925,0.164,0.081,0.823,0.904
QST Dataset1,State 3,Quantum Neural Networks,0.88,0.93,0.173,0.216,0.899,0.846
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.745,0.722,0.071,0.243,0.863,0.876
