Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset4,State 5,Quantum Neural Networks,0.898,0.906,0.087,0.099,0.859,0.851
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.863,0.712,0.095,0.27,0.919,0.953
QST Dataset4,State 2,Shadow Tomography,0.703,0.853,0.28,0.281,0.881,0.817
QST Dataset4,State 3,Bayesian Inference,0.701,0.728,0.194,0.248,0.754,0.778
QST Dataset4,State 4,Maximum Likelihood,0.921,0.842,0.176,0.266,0.695,0.757
QST Dataset4,State 5,Variational Quantum Eigensolver,0.783,0.705,0.11,0.173,0.841,0.786
QST Dataset4,State 1,Quantum Neural Networks,0.703,0.779,0.192,0.065,0.743,0.826
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.745,0.82,0.262,0.27,0.797,0.798
QST Dataset4,State 3,Shadow Tomography,0.783,0.738,0.197,0.141,0.7,0.923
QST Dataset4,State 4,Bayesian Inference,0.824,0.816,0.265,0.135,0.79,0.954
QST Dataset4,State 5,Maximum Likelihood,0.783,0.866,0.139,0.056,0.737,0.81
QST Dataset4,State 1,Variational Quantum Eigensolver,0.858,0.784,0.109,0.116,0.754,0.865
QST Dataset4,State 2,Quantum Neural Networks,0.743,0.819,0.281,0.243,0.858,0.883
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.841,0.872,0.103,0.059,0.738,0.77
QST Dataset4,State 4,Shadow Tomography,0.832,0.724,0.111,0.079,0.813,0.967
QST Dataset4,State 5,Bayesian Inference,0.872,0.73,0.173,0.068,0.862,0.794
QST Dataset4,State 1,Maximum Likelihood,0.759,0.82,0.285,0.141,0.863,0.954
QST Dataset4,State 2,Variational Quantum Eigensolver,0.725,0.858,0.138,0.09,0.893,0.848
QST Dataset4,State 3,Quantum Neural Networks,0.811,0.939,0.12,0.132,0.782,0.887
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.722,0.84,0.264,0.096,0.708,0.872
QST Dataset4,State 5,Shadow Tomography,0.844,0.81,0.131,0.087,0.871,0.87
QST Dataset4,State 1,Bayesian Inference,0.887,0.782,0.117,0.237,0.866,0.909
QST Dataset4,State 2,Maximum Likelihood,0.917,0.821,0.142,0.06,0.665,0.903
QST Dataset4,State 3,Variational Quantum Eigensolver,0.864,0.826,0.148,0.234,0.86,0.878
QST Dataset4,State 4,Quantum Neural Networks,0.777,0.949,0.187,0.191,0.819,0.905
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.811,0.779,0.229,0.168,0.891,0.923
QST Dataset4,State 1,Shadow Tomography,0.796,0.774,0.059,0.2,0.905,0.966
QST Dataset4,State 2,Bayesian Inference,0.826,0.888,0.196,0.287,0.799,0.951
QST Dataset4,State 3,Maximum Likelihood,0.789,0.738,0.105,0.217,0.817,0.806
QST Dataset4,State 4,Variational Quantum Eigensolver,0.932,0.83,0.275,0.126,0.792,0.869
QST Dataset4,State 5,Quantum Neural Networks,0.909,0.873,0.231,0.208,0.795,0.764
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.807,0.756,0.148,0.239,0.924,0.802
QST Dataset4,State 2,Shadow Tomography,0.766,0.785,0.091,0.196,0.761,0.932
QST Dataset4,State 3,Bayesian Inference,0.886,0.836,0.065,0.131,0.892,0.899
QST Dataset4,State 4,Maximum Likelihood,0.765,0.938,0.148,0.227,0.918,0.753
QST Dataset4,State 5,Variational Quantum Eigensolver,0.821,0.762,0.156,0.214,0.661,0.804
QST Dataset4,State 1,Quantum Neural Networks,0.921,0.762,0.202,0.164,0.847,0.86
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.944,0.905,0.293,0.138,0.672,0.898
QST Dataset4,State 3,Shadow Tomography,0.758,0.855,0.255,0.153,0.824,0.817
QST Dataset4,State 4,Bayesian Inference,0.741,0.891,0.236,0.098,0.928,0.804
QST Dataset4,State 5,Maximum Likelihood,0.739,0.918,0.264,0.297,0.875,0.84
QST Dataset4,State 1,Variational Quantum Eigensolver,0.856,0.875,0.198,0.279,0.7,0.951
QST Dataset4,State 2,Quantum Neural Networks,0.935,0.843,0.239,0.186,0.888,0.822
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.853,0.797,0.151,0.092,0.769,0.938
QST Dataset4,State 4,Shadow Tomography,0.712,0.839,0.254,0.294,0.682,0.931
QST Dataset4,State 5,Bayesian Inference,0.8,0.705,0.282,0.113,0.778,0.872
QST Dataset4,State 1,Maximum Likelihood,0.866,0.755,0.171,0.105,0.886,0.751
QST Dataset4,State 2,Variational Quantum Eigensolver,0.848,0.923,0.158,0.158,0.661,0.947
QST Dataset4,State 3,Quantum Neural Networks,0.842,0.821,0.286,0.152,0.927,0.894
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.843,0.892,0.107,0.234,0.808,0.756
QST Dataset4,State 5,Shadow Tomography,0.805,0.91,0.171,0.212,0.897,0.809
QST Dataset4,State 1,Bayesian Inference,0.847,0.741,0.067,0.173,0.808,0.784
QST Dataset4,State 2,Maximum Likelihood,0.945,0.904,0.102,0.088,0.762,0.86
QST Dataset4,State 3,Variational Quantum Eigensolver,0.872,0.781,0.132,0.242,0.689,0.753
QST Dataset4,State 4,Quantum Neural Networks,0.743,0.758,0.183,0.054,0.681,0.906
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.703,0.85,0.089,0.068,0.904,0.82
QST Dataset4,State 1,Shadow Tomography,0.751,0.847,0.151,0.236,0.709,0.855
QST Dataset4,State 2,Bayesian Inference,0.828,0.824,0.154,0.056,0.676,0.872
QST Dataset4,State 3,Maximum Likelihood,0.88,0.807,0.231,0.288,0.772,0.811
QST Dataset4,State 4,Variational Quantum Eigensolver,0.785,0.897,0.138,0.273,0.788,0.805
QST Dataset4,State 5,Quantum Neural Networks,0.929,0.709,0.276,0.13,0.668,0.908
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.869,0.852,0.276,0.054,0.88,0.8
QST Dataset4,State 2,Shadow Tomography,0.904,0.795,0.165,0.299,0.916,0.934
QST Dataset4,State 3,Bayesian Inference,0.731,0.901,0.186,0.111,0.777,0.751
QST Dataset4,State 4,Maximum Likelihood,0.792,0.944,0.19,0.111,0.67,0.912
QST Dataset4,State 5,Variational Quantum Eigensolver,0.88,0.881,0.122,0.254,0.788,0.75
QST Dataset4,State 1,Quantum Neural Networks,0.714,0.859,0.193,0.285,0.8,0.902
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.867,0.842,0.275,0.06,0.755,0.802
QST Dataset4,State 3,Shadow Tomography,0.821,0.708,0.244,0.247,0.876,0.831
QST Dataset4,State 4,Bayesian Inference,0.882,0.903,0.245,0.253,0.708,0.903
QST Dataset4,State 5,Maximum Likelihood,0.928,0.879,0.095,0.233,0.786,0.761
QST Dataset4,State 1,Variational Quantum Eigensolver,0.874,0.92,0.103,0.203,0.712,0.883
QST Dataset4,State 2,Quantum Neural Networks,0.856,0.871,0.223,0.252,0.77,0.877
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.801,0.942,0.101,0.08,0.683,0.803
QST Dataset4,State 4,Shadow Tomography,0.727,0.713,0.112,0.199,0.91,0.803
QST Dataset4,State 5,Bayesian Inference,0.828,0.754,0.087,0.202,0.869,0.894
QST Dataset4,State 1,Maximum Likelihood,0.888,0.755,0.216,0.234,0.749,0.833
QST Dataset4,State 2,Variational Quantum Eigensolver,0.818,0.772,0.104,0.117,0.746,0.95
QST Dataset4,State 3,Quantum Neural Networks,0.946,0.81,0.236,0.197,0.874,0.959
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.752,0.839,0.249,0.07,0.71,0.96
QST Dataset4,State 5,Shadow Tomography,0.913,0.744,0.115,0.113,0.842,0.918
QST Dataset4,State 1,Bayesian Inference,0.93,0.782,0.052,0.225,0.9,0.755
QST Dataset4,State 2,Maximum Likelihood,0.702,0.825,0.161,0.207,0.71,0.963
QST Dataset4,State 3,Variational Quantum Eigensolver,0.831,0.826,0.289,0.201,0.809,0.826
QST Dataset4,State 4,Quantum Neural Networks,0.753,0.876,0.245,0.125,0.828,0.95
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.887,0.76,0.219,0.22,0.828,0.874
QST Dataset4,State 1,Shadow Tomography,0.711,0.929,0.137,0.142,0.746,0.817
QST Dataset4,State 2,Bayesian Inference,0.762,0.71,0.099,0.071,0.71,0.897
QST Dataset4,State 3,Maximum Likelihood,0.745,0.71,0.093,0.208,0.654,0.928
QST Dataset4,State 4,Variational Quantum Eigensolver,0.863,0.89,0.072,0.137,0.734,0.802
QST Dataset4,State 5,Quantum Neural Networks,0.824,0.799,0.084,0.265,0.897,0.764
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.755,0.8,0.057,0.246,0.913,0.792
QST Dataset4,State 2,Shadow Tomography,0.779,0.875,0.255,0.118,0.858,0.964
QST Dataset4,State 3,Bayesian Inference,0.875,0.703,0.23,0.187,0.882,0.867
QST Dataset4,State 4,Maximum Likelihood,0.844,0.854,0.229,0.126,0.667,0.965
QST Dataset4,State 5,Variational Quantum Eigensolver,0.916,0.712,0.248,0.122,0.871,0.929
QST Dataset4,State 1,Quantum Neural Networks,0.88,0.74,0.26,0.229,0.683,0.834
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.702,0.708,0.076,0.088,0.897,0.765
QST Dataset4,State 3,Shadow Tomography,0.897,0.887,0.244,0.103,0.701,0.856
QST Dataset4,State 4,Bayesian Inference,0.745,0.734,0.212,0.196,0.76,0.895
QST Dataset4,State 5,Maximum Likelihood,0.848,0.877,0.143,0.194,0.81,0.855
QST Dataset4,State 1,Variational Quantum Eigensolver,0.866,0.784,0.185,0.125,0.714,0.785
QST Dataset4,State 2,Quantum Neural Networks,0.819,0.894,0.269,0.16,0.71,0.766
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.866,0.867,0.239,0.222,0.854,0.837
QST Dataset4,State 4,Shadow Tomography,0.819,0.806,0.299,0.111,0.767,0.93
QST Dataset4,State 5,Bayesian Inference,0.891,0.886,0.108,0.112,0.919,0.872
QST Dataset4,State 1,Maximum Likelihood,0.764,0.784,0.242,0.127,0.899,0.784
QST Dataset4,State 2,Variational Quantum Eigensolver,0.883,0.764,0.298,0.055,0.787,0.809
QST Dataset4,State 3,Quantum Neural Networks,0.797,0.84,0.141,0.29,0.93,0.814
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.744,0.772,0.299,0.253,0.798,0.849
QST Dataset4,State 5,Shadow Tomography,0.785,0.897,0.136,0.207,0.756,0.864
QST Dataset4,State 1,Bayesian Inference,0.908,0.844,0.175,0.215,0.694,0.837
QST Dataset4,State 2,Maximum Likelihood,0.894,0.942,0.07,0.274,0.75,0.783
QST Dataset4,State 3,Variational Quantum Eigensolver,0.944,0.899,0.06,0.186,0.734,0.894
QST Dataset4,State 4,Quantum Neural Networks,0.881,0.803,0.247,0.178,0.807,0.898
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.789,0.774,0.065,0.116,0.748,0.916
QST Dataset4,State 1,Shadow Tomography,0.859,0.857,0.07,0.146,0.84,0.87
QST Dataset4,State 2,Bayesian Inference,0.938,0.947,0.151,0.272,0.834,0.874
QST Dataset4,State 3,Maximum Likelihood,0.817,0.802,0.115,0.234,0.718,0.912
QST Dataset4,State 4,Variational Quantum Eigensolver,0.93,0.868,0.299,0.106,0.693,0.963
QST Dataset4,State 5,Quantum Neural Networks,0.944,0.902,0.055,0.188,0.827,0.752
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.908,0.945,0.188,0.136,0.735,0.915
QST Dataset4,State 2,Shadow Tomography,0.722,0.832,0.06,0.09,0.706,0.961
QST Dataset4,State 3,Bayesian Inference,0.745,0.862,0.182,0.165,0.65,0.756
QST Dataset4,State 4,Maximum Likelihood,0.714,0.772,0.277,0.248,0.715,0.769
QST Dataset4,State 5,Variational Quantum Eigensolver,0.818,0.815,0.05,0.127,0.657,0.96
QST Dataset4,State 1,Quantum Neural Networks,0.919,0.873,0.087,0.239,0.78,0.783
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.857,0.908,0.105,0.299,0.837,0.857
QST Dataset4,State 3,Shadow Tomography,0.726,0.757,0.141,0.191,0.818,0.82
QST Dataset4,State 4,Bayesian Inference,0.859,0.897,0.299,0.187,0.866,0.756
QST Dataset4,State 5,Maximum Likelihood,0.847,0.741,0.269,0.15,0.854,0.953
QST Dataset4,State 1,Variational Quantum Eigensolver,0.942,0.797,0.135,0.127,0.883,0.913
QST Dataset4,State 2,Quantum Neural Networks,0.791,0.862,0.175,0.255,0.761,0.906
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.862,0.762,0.235,0.13,0.891,0.925
QST Dataset4,State 4,Shadow Tomography,0.744,0.73,0.186,0.277,0.843,0.798
QST Dataset4,State 5,Bayesian Inference,0.845,0.701,0.134,0.097,0.878,0.819
QST Dataset4,State 1,Maximum Likelihood,0.85,0.901,0.157,0.087,0.732,0.932
QST Dataset4,State 2,Variational Quantum Eigensolver,0.886,0.802,0.089,0.162,0.808,0.811
QST Dataset4,State 3,Quantum Neural Networks,0.781,0.91,0.113,0.179,0.802,0.932
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.883,0.939,0.174,0.123,0.74,0.892
QST Dataset4,State 5,Shadow Tomography,0.864,0.768,0.165,0.1,0.76,0.948
QST Dataset4,State 1,Bayesian Inference,0.86,0.783,0.21,0.177,0.873,0.861
QST Dataset4,State 2,Maximum Likelihood,0.87,0.907,0.298,0.271,0.727,0.82
QST Dataset4,State 3,Variational Quantum Eigensolver,0.769,0.875,0.125,0.286,0.87,0.801
QST Dataset4,State 4,Quantum Neural Networks,0.701,0.913,0.115,0.113,0.725,0.799
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.949,0.883,0.068,0.077,0.657,0.918
QST Dataset4,State 1,Shadow Tomography,0.812,0.839,0.125,0.247,0.726,0.931
QST Dataset4,State 2,Bayesian Inference,0.724,0.884,0.24,0.108,0.865,0.771
QST Dataset4,State 3,Maximum Likelihood,0.768,0.883,0.098,0.274,0.725,0.759
QST Dataset4,State 4,Variational Quantum Eigensolver,0.734,0.915,0.227,0.111,0.924,0.857
QST Dataset4,State 5,Quantum Neural Networks,0.716,0.858,0.22,0.144,0.868,0.87
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.711,0.728,0.156,0.228,0.915,0.829
QST Dataset4,State 2,Shadow Tomography,0.712,0.756,0.197,0.1,0.905,0.906
QST Dataset4,State 3,Bayesian Inference,0.711,0.881,0.067,0.067,0.775,0.857
QST Dataset4,State 4,Maximum Likelihood,0.855,0.935,0.186,0.203,0.874,0.89
QST Dataset4,State 5,Variational Quantum Eigensolver,0.713,0.707,0.158,0.125,0.925,0.94
QST Dataset4,State 1,Quantum Neural Networks,0.871,0.74,0.165,0.198,0.772,0.915
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.784,0.865,0.3,0.058,0.833,0.856
QST Dataset4,State 3,Shadow Tomography,0.814,0.759,0.165,0.126,0.91,0.803
QST Dataset4,State 4,Bayesian Inference,0.921,0.818,0.271,0.186,0.698,0.856
QST Dataset4,State 5,Maximum Likelihood,0.917,0.833,0.197,0.232,0.873,0.905
QST Dataset4,State 1,Variational Quantum Eigensolver,0.921,0.747,0.122,0.127,0.856,0.853
QST Dataset4,State 2,Quantum Neural Networks,0.799,0.842,0.152,0.239,0.874,0.794
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.848,0.845,0.165,0.198,0.681,0.791
QST Dataset4,State 4,Shadow Tomography,0.742,0.784,0.231,0.18,0.727,0.794
QST Dataset4,State 5,Bayesian Inference,0.712,0.855,0.247,0.053,0.75,0.753
QST Dataset4,State 1,Maximum Likelihood,0.894,0.875,0.09,0.07,0.883,0.813
QST Dataset4,State 2,Variational Quantum Eigensolver,0.759,0.831,0.288,0.274,0.741,0.798
QST Dataset4,State 3,Quantum Neural Networks,0.949,0.792,0.19,0.121,0.685,0.931
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.91,0.833,0.054,0.176,0.696,0.865
QST Dataset4,State 5,Shadow Tomography,0.91,0.706,0.112,0.245,0.861,0.895
QST Dataset4,State 1,Bayesian Inference,0.921,0.921,0.12,0.062,0.764,0.909
QST Dataset4,State 2,Maximum Likelihood,0.732,0.882,0.096,0.199,0.792,0.787
QST Dataset4,State 3,Variational Quantum Eigensolver,0.708,0.873,0.061,0.083,0.725,0.78
QST Dataset4,State 4,Quantum Neural Networks,0.817,0.735,0.111,0.248,0.877,0.914
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.737,0.84,0.225,0.235,0.868,0.926
QST Dataset4,State 1,Shadow Tomography,0.863,0.74,0.076,0.274,0.806,0.966
QST Dataset4,State 2,Bayesian Inference,0.797,0.884,0.194,0.201,0.702,0.835
QST Dataset4,State 3,Maximum Likelihood,0.866,0.882,0.174,0.1,0.665,0.855
QST Dataset4,State 4,Variational Quantum Eigensolver,0.895,0.709,0.066,0.1,0.788,0.836
QST Dataset4,State 5,Quantum Neural Networks,0.946,0.712,0.236,0.074,0.878,0.877
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.916,0.893,0.243,0.29,0.743,0.777
QST Dataset4,State 2,Shadow Tomography,0.719,0.896,0.217,0.206,0.9,0.944
QST Dataset4,State 3,Bayesian Inference,0.725,0.717,0.103,0.193,0.795,0.912
QST Dataset4,State 4,Maximum Likelihood,0.868,0.881,0.054,0.116,0.889,0.798
QST Dataset4,State 5,Variational Quantum Eigensolver,0.798,0.71,0.273,0.294,0.852,0.926
QST Dataset4,State 1,Quantum Neural Networks,0.754,0.787,0.232,0.082,0.714,0.754
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.947,0.716,0.27,0.268,0.884,0.833
QST Dataset4,State 3,Shadow Tomography,0.856,0.883,0.259,0.155,0.825,0.783
QST Dataset4,State 4,Bayesian Inference,0.714,0.825,0.246,0.198,0.862,0.927
QST Dataset4,State 5,Maximum Likelihood,0.822,0.775,0.107,0.11,0.689,0.875
QST Dataset4,State 1,Variational Quantum Eigensolver,0.786,0.726,0.241,0.18,0.871,0.851
QST Dataset4,State 2,Quantum Neural Networks,0.831,0.917,0.289,0.124,0.67,0.834
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.779,0.869,0.123,0.293,0.77,0.811
QST Dataset4,State 4,Shadow Tomography,0.756,0.802,0.101,0.185,0.767,0.948
QST Dataset4,State 5,Bayesian Inference,0.721,0.916,0.223,0.17,0.89,0.761
QST Dataset4,State 1,Maximum Likelihood,0.937,0.919,0.071,0.217,0.747,0.843
QST Dataset4,State 2,Variational Quantum Eigensolver,0.805,0.925,0.15,0.086,0.694,0.88
QST Dataset4,State 3,Quantum Neural Networks,0.81,0.786,0.22,0.141,0.776,0.95
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.745,0.833,0.285,0.171,0.709,0.922
QST Dataset4,State 5,Shadow Tomography,0.823,0.742,0.19,0.141,0.924,0.968
QST Dataset4,State 1,Bayesian Inference,0.723,0.888,0.23,0.266,0.838,0.794
QST Dataset4,State 2,Maximum Likelihood,0.884,0.887,0.105,0.147,0.682,0.885
QST Dataset4,State 3,Variational Quantum Eigensolver,0.871,0.786,0.209,0.193,0.791,0.946
QST Dataset4,State 4,Quantum Neural Networks,0.773,0.92,0.223,0.234,0.767,0.815
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.707,0.748,0.272,0.099,0.835,0.832
QST Dataset4,State 1,Shadow Tomography,0.79,0.786,0.155,0.233,0.922,0.834
QST Dataset4,State 2,Bayesian Inference,0.768,0.945,0.252,0.229,0.789,0.9
QST Dataset4,State 3,Maximum Likelihood,0.764,0.814,0.282,0.259,0.754,0.932
QST Dataset4,State 4,Variational Quantum Eigensolver,0.901,0.91,0.195,0.212,0.692,0.951
QST Dataset4,State 5,Quantum Neural Networks,0.865,0.883,0.166,0.129,0.714,0.808
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.939,0.785,0.197,0.13,0.845,0.963
QST Dataset4,State 2,Shadow Tomography,0.89,0.736,0.09,0.126,0.666,0.756
QST Dataset4,State 3,Bayesian Inference,0.839,0.792,0.149,0.162,0.738,0.781
QST Dataset4,State 4,Maximum Likelihood,0.802,0.732,0.263,0.068,0.692,0.888
QST Dataset4,State 5,Variational Quantum Eigensolver,0.925,0.713,0.221,0.09,0.737,0.953
QST Dataset4,State 1,Quantum Neural Networks,0.718,0.733,0.069,0.18,0.887,0.915
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.88,0.845,0.2,0.213,0.882,0.758
QST Dataset4,State 3,Shadow Tomography,0.83,0.745,0.267,0.199,0.761,0.965
QST Dataset4,State 4,Bayesian Inference,0.843,0.84,0.133,0.257,0.799,0.863
QST Dataset4,State 5,Maximum Likelihood,0.724,0.901,0.269,0.085,0.808,0.961
QST Dataset4,State 1,Variational Quantum Eigensolver,0.78,0.907,0.255,0.132,0.729,0.812
QST Dataset4,State 2,Quantum Neural Networks,0.76,0.78,0.105,0.27,0.709,0.766
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.904,0.882,0.06,0.196,0.922,0.797
QST Dataset4,State 4,Shadow Tomography,0.861,0.803,0.072,0.062,0.688,0.795
QST Dataset4,State 5,Bayesian Inference,0.85,0.89,0.151,0.09,0.697,0.841
QST Dataset4,State 1,Maximum Likelihood,0.878,0.716,0.099,0.189,0.665,0.882
QST Dataset4,State 2,Variational Quantum Eigensolver,0.775,0.725,0.061,0.249,0.85,0.936
QST Dataset4,State 3,Quantum Neural Networks,0.806,0.71,0.155,0.217,0.854,0.758
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.858,0.728,0.159,0.21,0.787,0.897
QST Dataset4,State 5,Shadow Tomography,0.725,0.932,0.196,0.177,0.779,0.952
QST Dataset4,State 1,Bayesian Inference,0.783,0.878,0.071,0.165,0.775,0.901
QST Dataset4,State 2,Maximum Likelihood,0.704,0.949,0.254,0.18,0.781,0.926
QST Dataset4,State 3,Variational Quantum Eigensolver,0.884,0.734,0.19,0.212,0.798,0.955
QST Dataset4,State 4,Quantum Neural Networks,0.944,0.822,0.16,0.077,0.851,0.809
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.747,0.766,0.07,0.071,0.785,0.796
QST Dataset4,State 1,Shadow Tomography,0.926,0.903,0.201,0.189,0.666,0.902
QST Dataset4,State 2,Bayesian Inference,0.738,0.893,0.181,0.175,0.783,0.87
QST Dataset4,State 3,Maximum Likelihood,0.722,0.836,0.211,0.176,0.901,0.787
QST Dataset4,State 4,Variational Quantum Eigensolver,0.909,0.898,0.094,0.115,0.86,0.943
QST Dataset4,State 5,Quantum Neural Networks,0.722,0.882,0.264,0.192,0.695,0.891
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.851,0.94,0.107,0.157,0.852,0.826
QST Dataset4,State 2,Shadow Tomography,0.817,0.745,0.12,0.055,0.866,0.849
QST Dataset4,State 3,Bayesian Inference,0.896,0.817,0.144,0.168,0.904,0.751
QST Dataset4,State 4,Maximum Likelihood,0.809,0.809,0.126,0.199,0.912,0.801
QST Dataset4,State 5,Variational Quantum Eigensolver,0.851,0.892,0.084,0.166,0.699,0.948
QST Dataset4,State 1,Quantum Neural Networks,0.903,0.902,0.231,0.262,0.906,0.77
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.818,0.846,0.26,0.257,0.722,0.863
QST Dataset4,State 3,Shadow Tomography,0.704,0.845,0.153,0.086,0.876,0.94
QST Dataset4,State 4,Bayesian Inference,0.946,0.826,0.248,0.053,0.831,0.875
QST Dataset4,State 5,Maximum Likelihood,0.813,0.826,0.292,0.19,0.837,0.885
QST Dataset4,State 1,Variational Quantum Eigensolver,0.89,0.798,0.291,0.274,0.713,0.905
QST Dataset4,State 2,Quantum Neural Networks,0.916,0.787,0.158,0.274,0.768,0.869
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.839,0.857,0.299,0.224,0.916,0.794
QST Dataset4,State 4,Shadow Tomography,0.948,0.878,0.159,0.271,0.811,0.938
QST Dataset4,State 5,Bayesian Inference,0.829,0.914,0.263,0.147,0.929,0.865
QST Dataset4,State 1,Maximum Likelihood,0.806,0.836,0.12,0.22,0.711,0.854
QST Dataset4,State 2,Variational Quantum Eigensolver,0.91,0.703,0.272,0.202,0.807,0.846
QST Dataset4,State 3,Quantum Neural Networks,0.9,0.909,0.278,0.095,0.704,0.753
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.872,0.781,0.298,0.213,0.79,0.788
QST Dataset4,State 5,Shadow Tomography,0.856,0.947,0.207,0.076,0.767,0.929
QST Dataset4,State 1,Bayesian Inference,0.808,0.91,0.165,0.224,0.855,0.97
QST Dataset4,State 2,Maximum Likelihood,0.825,0.86,0.297,0.23,0.75,0.861
QST Dataset4,State 3,Variational Quantum Eigensolver,0.876,0.944,0.064,0.289,0.823,0.842
QST Dataset4,State 4,Quantum Neural Networks,0.909,0.727,0.266,0.287,0.677,0.938
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.912,0.777,0.093,0.214,0.657,0.95
QST Dataset4,State 1,Shadow Tomography,0.85,0.791,0.276,0.264,0.891,0.847
QST Dataset4,State 2,Bayesian Inference,0.744,0.897,0.292,0.084,0.717,0.772
QST Dataset4,State 3,Maximum Likelihood,0.784,0.826,0.065,0.073,0.761,0.959
QST Dataset4,State 4,Variational Quantum Eigensolver,0.887,0.721,0.143,0.213,0.909,0.81
QST Dataset4,State 5,Quantum Neural Networks,0.848,0.836,0.227,0.087,0.731,0.829
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.874,0.721,0.078,0.169,0.845,0.835
QST Dataset4,State 2,Shadow Tomography,0.72,0.719,0.135,0.245,0.751,0.913
QST Dataset4,State 3,Bayesian Inference,0.908,0.889,0.091,0.097,0.669,0.87
QST Dataset4,State 4,Maximum Likelihood,0.705,0.905,0.144,0.278,0.783,0.766
QST Dataset4,State 5,Variational Quantum Eigensolver,0.899,0.758,0.283,0.143,0.671,0.895
QST Dataset4,State 1,Quantum Neural Networks,0.868,0.898,0.175,0.206,0.779,0.761
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.873,0.854,0.055,0.214,0.93,0.92
QST Dataset4,State 3,Shadow Tomography,0.87,0.756,0.179,0.124,0.912,0.874
QST Dataset4,State 4,Bayesian Inference,0.89,0.768,0.156,0.296,0.812,0.954
QST Dataset4,State 5,Maximum Likelihood,0.77,0.819,0.205,0.27,0.901,0.836
QST Dataset4,State 1,Variational Quantum Eigensolver,0.878,0.804,0.273,0.166,0.85,0.769
QST Dataset4,State 2,Quantum Neural Networks,0.819,0.847,0.285,0.271,0.742,0.836
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.863,0.894,0.214,0.224,0.68,0.918
QST Dataset4,State 4,Shadow Tomography,0.823,0.815,0.136,0.188,0.704,0.914
QST Dataset4,State 5,Bayesian Inference,0.901,0.758,0.085,0.246,0.919,0.915
QST Dataset4,State 1,Maximum Likelihood,0.819,0.911,0.12,0.272,0.907,0.939
QST Dataset4,State 2,Variational Quantum Eigensolver,0.832,0.865,0.087,0.3,0.766,0.832
QST Dataset4,State 3,Quantum Neural Networks,0.865,0.75,0.166,0.225,0.706,0.85
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.894,0.747,0.191,0.276,0.929,0.88
